49.29499738,10.58051949
49.29876619,10.57916195
49.29496718,10.58060800
49.30368545,10.57923549
49.32424204,10.81828394
49.30267576,10.57275720
49.30274778,10.57214566
49.34683774,10.79892933
49.30251911,10.57451405
49.29921989,10.58082209
49.30283915,10.57154756
49.29904982,10.57923813
49.29900488,10.57905639
49.30365205,10.57924677
49.29420827,10.57643702
49.18008186,10.33313130
49.30268482,10.57269015
49.40196183,10.69201893
49.32175901,10.82124193
49.32183900,10.82739083
49.29911317,10.57920977
49.30212197,10.58410698
49.30265383,10.57449521
49.29895764,10.57905104
49.30130463,10.57148313
49.30312062,10.56754235
49.30325166,10.57315928
49.30343895,10.57337874
49.32438458,10.81674850
49.18013560,10.33317290
53.81373153,10.38018979
53.66519203,10.23029834
53.81344490,10.37873871
53.81341402,10.37840679
53.80790000,10.37757000
53.81353358,10.37855163
53.53475000,10.25474972
53.81341402,10.37904784
53.81342590,10.37798032
53.67289400,10.23873200
53.81332375,10.37894122
53.81334909,10.37831291
53.81362464,10.37895396
53.81342590,10.37854894
53.51276000,10.22955000
53.80475500,10.38466500
53.66515500,10.23045600
53.50766600,10.25356300
53.83308000,10.49236000
53.80694200,10.38993400
53.81356367,10.37830084
53.81352012,10.37796020
53.80706000,10.38737000
53.78329000,10.44034000
53.81339818,10.37820093
53.66981830,10.23607313
53.81348607,10.37856236
53.81346944,10.37889964
53.81219663,10.37812113
53.78336000,10.44023000
53.80930000,10.37704000
53.53402500,10.22491900
53.81362701,10.37903577
53.67150000,10.23086000
53.81347974,10.37824183
53.81341956,10.37866093
53.81326278,10.37885740
53.49753916,10.25115787
53.81340214,10.37905588
53.81336000,10.37516000
53.44946000,10.38275000
53.68314190,10.24759590
53.53478300,10.25488800
53.81356921,10.37859387
53.81347420,10.37897206
53.81340531,10.37781670
53.51537900,10.25150100
53.81242187,10.37811309
53.80799000,10.37764000
53.81352012,10.37900626
53.81353437,10.37881985
53.81323111,10.37858381
53.78333000,10.44043000
53.81354431,10.37846848
53.81336255,10.37909880
52.25010000,10.50505000
52.26079600,10.51827300
52.17297800,10.66374900
52.29580600,10.83742600
52.26184100,10.52325600
52.25471300,10.53486700
52.32525200,10.55451800
52.29348000,10.56149000
52.26103000,10.52002000
52.25959700,10.51638000
52.29318900,10.83510800
52.22580000,10.50260000
52.27860600,10.53556400
52.59945000,10.47351700
52.22616000,11.02431000
52.27335000,10.53340000
52.22878500,10.48163900
52.23896400,10.49009700
52.95196000,10.12885000
52.17297800,10.66374900
52.35578560,10.70482220
52.26283000,10.53572000
52.26004000,10.54742000
52.26933600,10.50366900
52.26054000,10.54709200
52.26549100,10.54487500
52.27949000,10.51824000
52.22600000,10.50240000
52.25055300,10.53433600
52.26696000,10.54748000
52.26022900,10.51423080
52.26069520,10.54605890
52.26596000,10.54497000
52.42360000,10.62538000
52.25823630,10.51001410
52.25643200,10.50625000
52.26425100,10.51768500
52.14641900,10.77414600
52.25953600,10.51642100
52.23177760,10.54730200
52.25961700,10.51650000
52.28075100,10.51875600
52.31041000,10.53151000
52.16072000,10.53746000
52.23596000,11.00092000
52.30691900,10.53774000
52.28548000,10.52542000
52.26494750,10.51666620
52.13039900,10.96421300
52.22613000,11.02419000
52.13060700,10.96420100
52.35879000,10.58989000
52.29217100,10.83732000
52.59931700,10.47376700
52.29303200,10.83832900
52.32484200,10.23070700
52.27896824,10.55779735
52.27858500,10.52118200
52.27020000,10.50534000
52.29216400,10.83733100
52.27932000,10.51874000
52.27415100,10.40639000
52.26457100,10.51532800
52.26297700,10.53897900
52.27496170,10.53898110
52.27879010,10.54868817
52.27029000,10.50528000
52.25971200,10.51798800
52.26749000,10.50855000
52.14645500,10.77460000
52.41850890,10.73131210
52.26187300,10.53018800
52.43117932,10.80789685
52.26076800,10.51775600
52.25963200,10.51786600
52.14440360,10.77461950
52.26103000,10.52002000
52.28707018,10.52577137
52.35020300,10.70843000
52.27405500,10.51676700
52.26147000,10.52411700
52.28548600,10.52568900
52.27461000,10.53708000
52.26184300,10.52320000
52.28667700,10.58933200
52.26762200,10.50866900
52.25076800,10.48305400
52.25959900,10.51635000
52.26983600,10.51133300
52.27292100,10.50163500
52.26081900,10.49417400
52.14405600,10.76955600
52.44830000,10.43841000
52.35870000,10.59003200
52.29322900,10.83532500
52.46033831,10.85843503
52.29444300,10.83891800
52.13075600,10.96416400
52.26109000,10.51715000
52.13469900,10.96480500
52.27332000,10.54178000
52.23418880,10.53034186
52.24510000,10.53940000
52.29250800,10.83755000
52.26083600,10.51835700
52.27275000,10.50286000
52.26499600,10.54744400
52.27474600,10.51724200
52.25973100,10.51794700
52.26258300,10.51726300
52.29233200,10.83970000
52.27423000,10.51518000
52.46010624,10.85854768
52.26654000,10.50468000
52.43126763,10.80761790
52.16072000,10.53766000
51.80507816,10.44983804
52.27001000,10.51073000
52.44200300,10.95184600
52.27074620,10.50153900
52.27585140,10.54713200
52.45613796,10.84088265
52.23595000,11.00105000
52.13453000,10.96481500
52.17520000,10.55980000
52.41841000,10.62607000
52.27338820,10.53832750
52.26787504,10.51922142
52.32644000,10.20685000
52.26560600,10.51744400
52.34169100,10.44636600
52.27294800,10.51702500
52.14471800,10.77526300
52.29320400,10.83525100
